english	translation	category	sub_category	source
Gutrune, a mighty barbarian warrior.	グートルーネ、きょういバーバリアンせんし。	examine	npc	Barbarian
Edelschwarz, a barbarian warrior with a spear.	エーデルシュワルツ、やりをもちつバーバリアンせんし。	examine	npc	Barbarian
Sieglinde, a muscular barbarian warrior.	ジークリンデ、すじにくしつなバーバリアンせんし。	examine	npc	Barbarian
The essence of fire.	ひのエッセンス。	examine	npc	Phoenix
A portal from this mystical place.	このしんぴてきなばしょからのいりぐち。	examine	npc	Portal
A financial expert.	きんゆう、せんもん。	examine	npc	Banker
Looks after your money.	あなたのおきんをせわしている。	examine	npc	Banker
Manages money momentarily.	いちしゅんのうちにおきんをかんりしている。	examine	npc	Banker
Head of the servants' guild.	しようひとギルドのなが。	examine	npc	Chief servant
She smells unpleasantly of chemicals.	かのじょはかがくしなのいやなにおいがする。	examine	npc	Taxidermist
A fancy businessman with a mighty fine hat.	ぎょうぎょしいビジネスマンで、すばらしいぼうしをかぶっている。	examine	npc	Estate agent
Someone has to get rid of all the stone they dug Keldagrim out of.	だれかがケルダグリムをほりでしたいしをすべてとりのぞきくひつようがある。	examine	npc	Stonemason
Chief Herald of Falador.	ファラダーのさいこうこうほうかん。	examine	npc	Sir Renitee
He changes the shape of wood.	かれはきのかたちをへんえる。	examine	npc	Sawmill operator
She has green fingers. (Not literally.)	かのじょはみどりのゆびをもちっている。（じっさいではなく。）	examine	npc	Garden supplier
Servant of the Duke of Lumbridge.	ルムブリッジのデュークのしようひと。	examine	npc	Hans
One of Gielinor's many citizens, apparently trying to be an explorer.	ギエリノールのおおいくのしみんのひとり、たんけんかになろうとしているようだ。	examine	npc	Man
He grows the crops in this area.	かれはこのちいきのさくものをそだてている。	examine	npc	Farmer
The son of Ali M.	アリ・Mのむすこ。	examine	npc	Farid Morrisane (ores and bars)
Holy reptile...	せい、はちゅうるい。	examine	npc	Yt-MejKot
Good doggy-lizard-thing...	いいこ、イモリのようなもの...	examine	npc	Ket-Zek
This is going to hurt...	これはいたみむでしょう...	examine	npc	TzTok-Jad
Mini menace.	ちいさい、おどし。	examine	npc	Yt-HurKot
A servant of the god Zamorak.	かみザモラクのしようひと。	examine	npc	K'ril Tsutsaroth
Destroyer of 1000 planes!	1000だいのとびいききのはかいしゃ！	examine	npc	Tstanon Karlak
Scourge of the Light.	ひかりのくなん。	examine	npc	Zakl'n Gritch
Despoiler of Ullek.	ウレックのりゃくだつもの。	examine	npc	Balfrug Kreeyath
From the maws of hell.	じごくのあごから。	examine	npc	Hellhound
Have you checked your pockets lately?	さいきんポケットをチェックしましたか？	examine	npc	Imp
Down, fang!	したに、きばよ。	examine	npc	Werewolf
He doesn't look pleased to see me.	かれはわたしをみてうれしくなさそうだ。	examine	npc	Werewolf
A feral vampyre. It looks really hungry!	やせいのヴァンパイア。ほんとうにおはらがくういているみたいだ！	examine	npc	Feral Vampyre
A small ice demon.	ちいさいこおりあくま。	examine	npc	Icefiend
Comes with a vicious kick.	あくいのあるキックをともう。	examine	npc	Gorak
They just call him 'Coach'.	かれを、コーチと、よぶだけ。	examine	npc	Gnome Coach
A professional gnome baller.	せんぷろ、ノーム、ボール、なげて。	examine	npc	Gnome baller
Keeps the game fair.	ゲーム、こうせい、もつ。	examine	npc	Gnome ball referee
Cheerleading is a real sport!	チアリーディングはほんとうのスポーツだ！	examine	npc	Cheerleader
Warrior of Zamorak.	ザモラクのせんし。	examine	npc	Spiritual warrior
Defender of Zamorak.	ザモラクのしゅごしゃ。	examine	npc	Spiritual ranger
A deadly servant of Zamorak.	ザモラクのちめいてきなしようひと。	examine	npc	Spiritual mage
Graceful avatar of Armadyl.	アーマダイルのゆうがなかみ。	examine	npc	Kree'arra
Graceful, bird-like creature.	ひょうしな、とりみたい、いきもの。	examine	npc	Wingman Skree
A servant of Armadyl.	アーマダイルのしようひと。	examine	npc	Spiritual warrior
Armadyl's favourite servant.	アーマダイル、ちゅうあい、しもべ。	examine	npc	Spiritual ranger
A mage who serves Armadyl above all else - even death.	すべてをアーマダイルにしえるまほうつかい - しさえも。	examine	npc	Spiritual mage
A proud warrior.	ほこりこういせんし。	examine	npc	Aviansie
A teeny-tiny horror from the ocean depths...	うみのふかいさからのちょっとしょうさいおそろしさ...	examine	npc	Dagannoth spawn
A darkened horror from the ocean depths...	うみのふかいさからのくらいおそろしさ...	examine	npc	Dagannoth
Head of the maze.	めいろのなが。	examine	npc	Brian O'Richard
Roguelike and guardish.	ならずものような、ガードのような。	examine	npc	Rogue Guard
A loveable rogue.	すきな、ならず、もの。	examine	npc	Martin Thwait
A rich banker man... Some say too rich.	ゆたかなぎんこういえ... なにひとかはきんもちすぎるといいう。	examine	npc	Emerald Benedict
I don't think I want to get too close to that!	あれにちかくづきたくないとおもいう！	examine	npc	Spin Blades
He looks fairly well-to-do.	かれはかなりめぐまれているようにみえる。	examine	npc	Arhein
A being from a mysterious other realm.	なぞめいたほかのりょういきからのそんざい。	examine	npc	Jukat
Smells strangely of cabbage.	きみょうにキャベツのにおいがする。	examine	npc	Lunderwin
Looks strange and mysterious.	きみょうでなぞめいてみえる。	examine	npc	Fairy
Appears slightly drunk.	ほんのりと、よっぱらったようす。	examine	npc	Zambo
Seems very well off.	とてもめぐまれているようだ。	examine	npc	Gem merchant
So where are the butcher and the candlestick maker?	では、にくやとしょくだいしょくにんはどこ？	examine	npc	Baker
Has a very exotic aroma about him.	かれはひじょうにことくにてきなかおりをもちっている。	examine	npc	Spice seller
Knows how to keep warm in the winter.	ふゆにあたたかくほつほうほうをしりっている。	examine	npc	Fur trader
A master fletcher.	しゅうじゃ、やうち。	examine	npc	Hickton
Something fishy about him.	かれについて、なにか、あやしい。	examine	npc	Harry
Nice eyes.	いい、め。	examine	npc	Cassie
Kind of funny looking.	ちょっとおもしろいみため。	examine	npc	Frincos
Harlan, ready to teach swordplay.	ハーラン、けんのたわむれをおしえるじゅんびができている。	examine	npc	Melee combat tutor
Nemarti looks ready to teach you about ranged combat.	ネマルティはとおいきょりせんとうをおしえるじゅんびができているようにみえる。	examine	npc	Ranged combat tutor
Mikasi looks ready to teach you about magic.	ミカシはまほうをおしえるじゅんびができているようにみえる。	examine	npc	Magic combat tutor
Cordero looks ready to teach you how to cook.	コルデロはりょうりのほうほうをおしえるじゅんびができているようにみえる。	examine	npc	Cooking tutor
Cadmus looks a bit crafty.	カドムスはちょっとずるかつにみえる。	examine	npc	Crafting tutor
Finlay mending nets.	フィンレイ、あみを、つくろう。	examine	npc	Fishing tutor
Monlum surveying the rocks.	モンルム、いしを、ちょうさ。	examine	npc	Mining tutor
Yauchomi prays to Saradomin.	ヤウコミはサラドミンにいのりる。	examine	npc	Prayer tutor
Feoras looks a bit fiery.	フェオラスはちょっとほのおのようだ。	examine	npc	Smithing apprentice
Sani, the master smithing tutor.	サニ、しゅうじゃ、かじや、せんせい。	examine	npc	Master smithing tutor
Wilfred, a chip off the old block.	ウィルフレッド、ふるいブロックのかけら。	examine	npc	Woodsman tutor
Ready to teach you about banking.	ぎんこうについておしえるじゅんびができている。	examine	npc	Banker tutor
Manufacturer of fine leathers.	じょうしつなかわのせいぞうしゃ。	examine	npc	Ellis
The Wizards' Tower's armourer.	そうし、たぐ、よろい、し。	examine	npc	Wizard Jalarast
Yuck! It's all slimy!	うげ、ぬるぬる。	examine	npc	Leech
A Bee keeper.	みつばち、かった。	examine	npc	Bee keeper
Is it a low cloud?	それはていくもですか？	examine	npc	Mist
And I shall call him Fang.	そして、わたしはかれをファングとよびぶだろう。	examine	npc	Vampyric hound
Its bark is worse than its swipe.	そのじゅひはそのなぐりよりあくい。	examine	npc	Tree
An expert on the brewing of ales and cider.	エールとサイダーのじょうぞうのせんもんか。	examine	npc	Blandebir
In his former life an expert brewer.	かれのまえのせいかつでは、エキスパートじょうぞうもの。	examine	npc	Metarialus
Farming.	のうぎょう。	examine	npc	Farmer
A Wizard of the Magic Guild.	まほうギルドのウィザード。	examine	npc	Wizard Frumscone
A Supplier of Magical items.	まほうアイテムのきょうきゅうもの。	examine	npc	Wizard Akutha
A Supplier of Magical robes.	まほうのローブのきょうきゅうもの。	examine	npc	Wizard Sinina
Farming the wheat.	こむぎ、のうぎょう。	examine	npc	Farmer
Slightly magical.	ほんのりと、まほう。	examine	npc	Wizard
Loves nature.	しぜん、すき。	examine	npc	Druid
Not very fashion conscious.	ファッションいしきがこうくない。	examine	npc	Warrior
One of the citizens of Al Kharid.	アル・カリッドのしみんのひとり。	examine	npc	Man
Don't let her arm-wrestle you for money.	かのじょがおきんのためにあなたとアームレスリングをさせないようにしろ。	examine	npc	Barbarian
One of Gielinor's many citizens, currently incapacitated by alcohol.	ギエリノールのおおいくのしみんのひとり、げんざいアルコールでむのうりょくにされている。	examine	npc	Drunken man
One of Gielinor's many citizens. He looks worried about something.	ギエリノールのおおいくのしみんのひとり。かれはなにかについてしんぱいしているようにみえる。	examine	npc	Norman
She's an aesthete.	かのじょは、びがくしゃ。	examine	npc	Cecilia
One of Gielinor's many citizens. She looks rich.	ギエリノールのおおいくのしみんのひとり。かのじょはゆたかにみえる。	examine	npc	Woman
Keeping an eye out for threats to the city.	まちへのおどいをきをつけている。	examine	npc	Guard
An old gardener.	ふるいにわし。	examine	npc	Gardener
He's learning a trade.	かれは、しょくぎょう、べんきょう、している。	examine	npc	Apprentice workman
A busy workman	いそがしい、しょくにん。	examine	npc	Workman
He looks a bit dodgy.	かれはちょっとうたがわしくみえる。	examine	npc	Cuffs
Looks unpleasant.	ふゆかいにみえる。	examine	npc	Narf
Seems to be loitering.	さまよっているようだ。	examine	npc	Rusty
Untrustworthy.	しょうじきでない。	examine	npc	Jeff
He's keeping an eye out.	かれは、みはっている。	examine	npc	Guard
A citizen of Rimmington.	リミングトンのしみん。	examine	npc	Hengel
An ugly, smelly creature wielding a spear.	やりをもちつ、みにくい、においがする、いきもの。	examine	npc	Hobgoblin
Didn't the mage say this procedure was totally safe?	まほうつかいはこのてじゅんがかんぜんにあんぜんだといいわなかったか？	examine	npc	Frog
Posts things.	ものを、たてる。	examine	npc	Postie Pete
Part of Al Kharid's elite fighting force.	アル・カリッドのエリートせんとうりょくのいちぶ。	examine	npc	Al Kharid warrior
A holy warrior.	せいひとせんし。	examine	npc	Paladin
Heroic!	えいゆうてき。	examine	npc	Hero
They love the forests.	かれらはもりがだいすき。	examine	npc	Forester
A member of Ardougne's militia.	アルドウグンのたみへいのメンバー。	examine	npc	Knight of Ardougne
To protect and serve the populace of Ardougne.	アルドウグンのひとくちをまもり、しえる。	examine	npc	Knight of Ardougne
Good with arrows.	やでとくい。	examine	npc	Archer
Enjoys locking up animals in small pens.	しょうさいおりにどうぶつをいりれるのがすき。	examine	npc	Zoo keeper
He's a lumberjack, and he's ok.	かれはきこりで、だいじょうぶ。	examine	npc	Chuck
Doesn't water down the beer too much.	ビールをうすめない。	examine	npc	Barman
An expert on all things culinary.	すべてのしょくべものせんもんか。	examine	npc	Master Chef
A child from Rimmington.	リミングトンからのこども。	examine	npc	Henja
An expert on all forms of combat.	すべてのせんとうかたちたいのせんもんか。	examine	npc	Combat Instructor
Your introduction to the world of Gielinor.	ギエリノールのせかいへのあなたのしょうかい。	examine	npc	Gielinor Guide
A Master of Magic.	まほうのマスター。	examine	npc	Magic Instructor
A professional when it comes to accounts.	アカウントにかんしては、プロ。	examine	npc	Account Guide
An expert on Mining-related skills.	さいくつかんれんのスキルのせんもんか。	examine	npc	Mining Instructor
He'll let you skip the Tutorial.	かれはあなたがチュートリアルをスキップするのをゆるしてくれるでしょう。	examine	npc	Skippy
Not the smartest of butlers.	しようひとのちゅうで、もっともけんくない。	examine	npc	Larxus
A mysterious watcher...	なぞ、みはるひと。	examine	npc	Mystery figure
Champion of the earth warriors.	つちのせんしのチャンピオン。	examine	npc	Earth Warrior Champion
Champion of the giants.	きょじんのチャンピオン。	examine	npc	Giant Champion
Champion of the ghouls.	グールのチャンピオン。	examine	npc	Ghoul Champion
Tough looking combat type.	つよそうな、せんとうたいぷ。	examine	npc	Mubariz
Trees and such.	きなどなど。	examine	npc	Trees
A cave entrance.	どうくつ、いりぐち。	examine	npc	Cavemouth
A Bullrush.	ガマ。	examine	npc	Bullrush
Cave bits.	どうくつ、きれ。	examine	npc	Cave Scenery
Looks kinda bored.	かなりたいくつそうにみえる。	examine	npc	Fadli
Trained to deal with all sorts of injuries.	あらゆるしゅるいのけがをあつかいうためにくんれんされている。	examine	npc	A'abla
Wow! She's made a statement with that hair!	わあ！かのじょはそのかみでせいめいをはつおもてした！	examine	npc	Sabreen
This nurse really knows her stuff.	このかんごし、ほんとう、しょうじき、しっている。	examine	npc	Surgeon General Tafani
Has the messy job of putting players back together again.	プレイヤーをふたたびいっしょにおきく、ぐちゃぐちゃなしごと。	examine	npc	Jaraah
'Battle scarred'.	たたかい、きず。	examine	npc	Zahwa
A citizen of Al Kharid.	アル・カリッドのしみん。	examine	npc	Ima
Champion of the goblins.	ゴブリンのチャンピオン。	examine	npc	Goblin Champion
Champion of the hobgoblins.	ホブゴブリンのチャンピオン。	examine	npc	Hobgoblin Champion
Champion of the imps.	インプのチャンピオン。	examine	npc	Imp Champion
Champion of the jogres.	ジョグレのチャンピオン。	examine	npc	Jogre Champion
Champion of the lesser demons.	よりしょうさいあくまのチャンピオン。	examine	npc	Lesser Demon Champion
Champion of the skeletons.	ほねのこうぞうのチャンピオン。	examine	npc	Skeleton Champion
Champion of the zombies.	ゾンビのチャンピオン。	examine	npc	Zombies Champion
Champion of Champions!	チャンピオンのチャンピオン！	examine	npc	Leon d'Cour
I wonder if he gets stuck behind fences.	かれがフェンスのあとろにひきっかかるのかな。	examine	npc	Guard
Litara, a barbarian explorer.	リタラ、やじん、たんさくしゃ。	examine	npc	Litara
He's in control of the coal trucks.	かれはせきたんトラックのかんりしたにある。	examine	npc	Stankers
You can practice your magic here.	あなたはここであなたのまほうをれんしゅうできます。	examine	npc	Elemental balance
It's very slightly red.	それはほんのわずかにあかい。	examine	npc	Elemental balance
It's slightly red.	ほんのりと、あかい。	examine	npc	Elemental balance
It's a bit red.	ちょっと、あかい。	examine	npc	Elemental balance
It's quite red.	かなり、あかい。	examine	npc	Elemental balance
It's bright red.	それはあかりるいあかだ。	examine	npc	Elemental balance
It's glowing bright red!	それはあかりるいあかにかがやきいている！	examine	npc	Elemental balance
It's very slightly blue.	それはほんのわずかにあおい。	examine	npc	Elemental balance
It's slightly blue.	ほんのりと、あおい。	examine	npc	Elemental balance
It's a bit blue.	ちょっと、あおい。	examine	npc	Elemental balance
It's quite blue.	かなり、あおい。	examine	npc	Elemental balance
It's bright blue.	それはあかりるいあおだ。	examine	npc	Elemental balance
It's glowing bright blue!	それはあかりるいあおにかがやきいている！	examine	npc	Elemental balance
It's very slightly green.	それはほんのわずかにみどり。	examine	npc	Elemental balance
It's slightly green.	ほんのりと、みどりいろ。	examine	npc	Elemental balance
It's a bit green.	ちょっと、みどりいろ。	examine	npc	Elemental balance
It's quite green.	かなり、みどりいろ。	examine	npc	Elemental balance
It's bright green.	それはあかりるいみどり。	examine	npc	Elemental balance
He looks short and grumpy.	かれはせがていく、ぶっきらぼうにみえる。	examine	npc	Mountain Dwarf
An ogre.	オーガー。	examine	npc	Skrach Uglogwee
A demented evil wizard who specialises in food spells.	しょくべものスペルをせんもんとする、きぐみのあくいあくいまほうつかい。	examine	npc	Culinaromancer
It's glowing bright green!	それはあかりるいみどりにかがやきいている！	examine	npc	Elemental balance
It's very slightly cyan.	それはほんのわずかにシアンだ。	examine	npc	Elemental balance
It's slightly cyan.	ほんのりと、みずいろ。	examine	npc	Elemental balance
It's a bit cyan.	ちょっと、みずいろ。	examine	npc	Elemental balance
It's quite cyan.	かなり、みずいろ。	examine	npc	Elemental balance
It's bright cyan.	それはあかりるいシアンだ。	examine	npc	Elemental balance
It's glowing bright cyan!	それはあかりるいシアンにかがやきいている！	examine	npc	Elemental balance
The cave guide.	どうくつ、あんないしゃ。	examine	npc	Koftik
An elven hunter.	エルフ、かりゅうしゃ。	examine	npc	Idris
An elven warrior.	エルフのせんし。	examine	npc	Essyllt
A cute bunny rabbit.	かわいい、うさぎ。	examine	npc	Rabbit
Eek! A big bear!	えっ！だいきいくま！	examine	npc	Grizzly bear
Eek! A bear cub!	うわあ、くまの、こ。	examine	npc	Grizzly bear cub
What big teeth you have.	あなたはだいきいはをもちっている。	examine	npc	Dire Wolf
He looks pretty handy with that bow.	かれはそのゆみでかなりじょうずそうだ。	examine	npc	Iorwerth Archer
I don't want to get on the wrong side of him.	かれのあくいがわにはなりたくない。	examine	npc	Iorwerth Warrior
An odd looking person.	へんな、ようすの、ひと。	examine	npc	Arianwyn
Leader of King Tyras's men.	キング・タイラスのおとこたちのリーダー。	examine	npc	General Hining
Responsible for the food and equipment of the troops.	ぶたいのしょくべものときうつわのせきにんもの。	examine	npc	Quartermaster
One of King Lathas' messengers.	キング・ラッサスのメッセンジャーのひとり。	examine	npc	King's Messenger
Mysterious swamp lights...	なぞ、ぬま、ひかり。	examine	npc	Will o' the wisp
A colourful character.	いろいろな、きが、ある、ひと。	examine	npc	Ali the dyer
He walks with a slight limp.	かれはかすかびっこをひいてあるきく。	examine	npc	Lucien
A guard who has devoted their life to Armadyl.	アーマダイルにじんせいをささげたガード。	examine	npc	Guardian of Armadyl
A witch.	まじょ。	examine	npc	Winelda
Intimidating!	おどす。	examine	npc	Fire Warrior of Lesarkus
Looks hungry!	おなかがくういてそう！	examine	npc	Shadow Hound
Seems to flitter in and out of existence...	そんざいのちゅうとそとをひらひらしているようだ...	examine	npc	Mysterious ghost
Zamorak's warrior of fire.	ザモラクのひのせんし。	examine	npc	Fareed
Luckily, I can't see much of his face.	さちい、わたしはかれのかおのおおいくをみることができない。	examine	npc	Ruantun
He's a ranger - light and accurate.	かれはレンジャー - かるいで、せいかく。	examine	npc	Cyrisus
He's a meleer - prepared to go face-to-face.	かれはメリア - かおとかおのたいめんにじゅんびができている。	examine	npc	Cyrisus
He's a mage - mystical and calculating.	かれはまほうつかい - しんぴてきで、けいさんしている。	examine	npc	Cyrisus
I hope he's not dead!	かれがしんでいないといいな！	examine	npc	Fallen Man
He's alive... just.	かれは、いきている、ただし。	examine	npc	Fallen Man
He's much better than when I first found him.	はじめて、みつけた、ときより、ずっと、よくなった。	examine	npc	Cyrisus
I'm glad he's finally on his feet.	かれがやっとあしにたてつようになったのがうれしい。	examine	npc	Cyrisus
A pirate-banker. You don't see one of those everyday!	かいぞくぎんこういえ。あなたはほぼまいにち、そのいずれかをみかけない！	examine	npc	'Bird's-Eye' Jack
Are you good enough to fight?	あなたはせんうのにじゅうぶんにじょうずなのか？	examine	npc	The Inadequacy
Can you endure long enough?	あなたはじゅうぶんにながくたいえられるのか？	examine	npc	The Everlasting
Can you bring yourself to hurt another?	あなたじしんがべつのものをきずつけることができるのか？	examine	npc	The Untouchable
What if you don't know how to win?	あなたがかちつほうほうをしりらないとしたら？	examine	npc	The Illusive
You can't escape your inadequacy!	あなたはあなたのふじゅうぶんさからにげることができない！	examine	npc	A Doubt
He looks scared.	かれはこわいみたいだ。	examine	npc	Morgan
A retired vampyre hunter.	たいしょく、ぎゃくろうしゃ。	examine	npc	Dr Harlow
Stop looking and run!	みているのをやめて、はしりろう！	examine	npc	Count Draynor
A sensible looking man.	みちりをかなえたみためのおとこ。	examine	npc	Jorral
Sullen looking Ghost Woman.	むっとしたみためのゆうれいじょせい。	examine	npc	Melina
Not a happy ghost.	ではないしあわせゆうれい。	examine	npc	Droalak
He looks scary.	かれはこわそうだ。	examine	npc	Dron
A docile warrior.	したがいじゅんなせんし。	examine	npc	Blanin
It looks lost.	それはまよったようにみえる。	examine	npc	Kitten
Can I hear kittens?	こねこの、こえ、きこえる？	examine	npc	Crate
One of Gertrude's sons.	ゲルトルードのむすこのひとり。	examine	npc	Shilop
A citizen of Ardougne.	アルドウグンのしみん。	examine	npc	Civilian
Big, mean, dead doggy.	だいきい、いや、しんだ、わんわん。	examine	npc	Bouncer
He looks really nasty. Smells bad too.	かれはほんとにいやにみえる。においもあくい。	examine	npc	General Khazard
An invisible scout.	みえない、ていさつ。	examine	npc	Scout
She's honest about the things you aren't.	かのじょはあなたではないことについてしょうじきだ。	examine	npc	Sin Seer
A Shadow Realm guardian.	シャドーレルムのガーディアン。	examine	npc	Ghost
He isn't very friendly.	かれはそこまでともすきてきではない。	examine	npc	Renegade Knight
A terrifying spirit.	きょうろしいせいれい。	examine	npc	Thrantax the Mighty
One of the Knights of the Round Table.	えんたくのきしのひとり。	examine	npc	Sir Lancelot
Leader of the Renegade Knights.	せくきしのリーダー。	examine	npc	Sir Mordred
An evil and powerful sorceress.	あくて、きょうい、おんなまほうつかい。	examine	npc	Morgan Le Faye
A powerful Wizard of the Knights of the Round Table.	えんたくのきしのきょういウィザード。	examine	npc	Merlin
A powerful sorceress who guards Excalibur.	つよい、じょそうし、エクスカリバー、まもっている。	examine	npc	The Lady of the Lake
Legendary King of the Britons.	ブリトンひとのでんせつてきなおう。	examine	npc	King Arthur
He looks very hungry...	かれはとてもおなかがくういているようにみえる...	examine	npc	Beggar
A bazaar merchant.	いちば、あきんど。	examine	npc	Ali Morrisane
Drunk man.	よいったおとこ。	examine	npc	Drunken Ali
A hassled looking barman.	こまった、みため、バーてん。	examine	npc	Ali the Barman
A kebab seller.	くしやき、うりて。	examine	npc	Ali the Kebab seller
A market stall keeper.	しじょうのやだいのほもちもの。	examine	npc	Market seller
Ali the discount animal seller.	アリ、やすもの、どうぶつ、うりて。	examine	npc	Ali the Camel Man
A mischievous looking child.	いたずらっぽいみためのこども。	examine	npc	Street urchin
Mayor of Pollnivneach.	ポルニブナッハのしなが。	examine	npc	Ali the Mayor
An old hag named Alisha.	アリシャというろうば。	examine	npc	Ali the Hag
A snake charmer.	へびつかい。	examine	npc	Ali the Snake Charmer
A foul tempered, ugly, lumpy yellow horse prone to spitting.	きぐみのあくい、みにくい、ゴツゴツのきいろいうまで、つばをはくけいこうがある。	examine	npc	Ali the Camel
A toothless old Snake.	はのないふるいヘビ。	examine	npc	Snake
Leader of the Menaphites.	メナファイトのリーダー。	examine	npc	Menaphite Leader
Smooth operator.	なめらか、そうりょう。	examine	npc	Ali the Operator
Menaphite thug.	メナフ、わるもの。	examine	npc	Menaphite Thug
Tough looking Menaphite.	つよそうな、メナフ。	examine	npc	Tough Guy
An old male villager.	ふるいだんせいのむらたみ。	examine	npc	Villager
Male desert villager.	おす、さばく、りあじん。	examine	npc	Villager
Female desert villager.	めす、さばく、りあじん。	examine	npc	Villager
She doesn't look too happy.	かのじょはそこまでさちせにみえない。	examine	npc	Veronica
A mad scientist if ever I saw one!	きちがい、かがくしゃ、いやおうなし。	examine	npc	Professor Oddenstein
A former chicken.	もとの、ニワトリ。	examine	npc	Ernest
Harbinger of light surface scratches and minor dents.	ひかりのおもてめんのひっかききずとかるいへこみのさきふれ。	examine	npc	Lil' Destructor
He's been trapped here for thousands of years.	かれはなにせんねんもここにとじこみめられている。	examine	npc	Pentyn
A travelling scholar from Menaphos.	メナフォスからたびするまなびもの。	examine	npc	Aristarchus
A spirit is trapped within it.	そのちゅうにせいしんがとじこみめられている。	examine	npc	Boneguard
These used to be alive.	これらはむかし、なまきていた。	examine	npc	Pile of bones
It was trapped inside the boneguard.	それはボーンガードのないぶにとじこみめられていた。	examine	npc	Desert Spirit
Very thick, and very cold.	とてもあつい、とてもつめたい。	examine	npc	Crust of ice
It seems to be blocked.	それはブロックされているようだ。	examine	npc	Furnace grate
A mysterious hooded woman.	なぞめいたフードのじょせい。	examine	npc	Enakhra
Who - or what - is she?	かのじょはだれか、それともなにか？	examine	npc	Enakhra
He's been freed from the boneguard.	かれはボーンガードからときはなしされた。	examine	npc	Akthanakos
Very shifty-looking and sunburnt.	とてもいかがわしくみえて、ひやけしている。	examine	npc	Lazim
A man with the head of a camel.	ラクダのあたまをもちつおとこ。	examine	npc	Akthanakos
He's wearing heavy armour.	かれは、おもい、よろい、きている。	examine	npc	Knight
He knows anything is possible.	かれはなんでもかのうであることをしりっている。	examine	npc	Effigy
He knows everything has a reason.	かれはすべてがりゆうをもちつことをしりっている。	examine	npc	Bonafido
Is it male or female?	それはおとこですか、それともおんなですか？	examine	npc	Homunculus
It looks pretty unhappy.	それはかなりふこうにみえる。	examine	npc	Homunculus
You could hold anything in that.	あなたはそのなかに、なにでもおきくことができた。	examine	npc	Cage
He wants to create everything from nothing.	かれはなにもないところからなにでもさくりたい。	examine	npc	'Transmute' The Alchemist
All he wants is gold.	かれがのぞみむのはきんだけだ。	examine	npc	'Currency' The Alchemist
Famous for his fights.	けんかで、ゆうめい。	examine	npc	'Black-eye'
Count them pinkies!	ぴんく、かぞえろ。	examine	npc	'No fingers'
He wishes he had teeth.	かれははをもちっていたらいいとおもいっている。	examine	npc	'Gummy'
He likes to weightlift a little too much.	かれはウェイトリフティングをすこしおおいくのがすき。	examine	npc	'The Guns'
Is it a frog, or is it an eel?	それはカエルですか、それともうなぎですか？	examine	npc	Frogeel
Half unicorn, half cow.	はんぶん、いっかどけもの、はんぶん、うし。	examine	npc	Unicow
It's a spider. No, a giant sardine...	それはクモだ。いや、きょだいなイワシ...	examine	npc	Spidine
Definitely not a chicken or a swordfish.	たしかみに、ニワトリまたはフグではない。	examine	npc	Swordchick
A jubbly bird with claws.	つめをもちつ、ぷりぷりしたとり。	examine	npc	Jubster
Since when did newts have beaks?	いつから、いもり、くちばし、もっている？	examine	npc	Newtroost
A peaceful monk.	へいわ、そう。	examine	npc	Brother Kojo
A dirty rat.	よごれいネズミ。	examine	npc	Dungeon rat
Big, metal and wheeled.	だいきい、きんぞくで、くるまわがある。	examine	npc	Mine cart
His robes prominently display the star of Saradomin.	かれのローブはサラドミンのほしをめたてつようにひょうじしている。	examine	npc	Zealot
How does it move of its own accord?	それはどのようにしてじぶんでうごきく？	examine	npc	Possessed pickaxe
Useful for hitting rocks.	いしを、たたくのに、やくたつ。	examine	npc	Iron pickaxe
Well, at least he doesn't have to worry about getting 'black lung'.	うーん、すこしなくとも、かれは「くろいはい」をとりることについてしんぱいするひつようはない。	examine	npc	Corpse
I don't think the pickaxe is for hitting rocks.	つるはしはいわをたたくためではないとおもいう。	examine	npc	Skeletal miner
Eeek! A big ghost!	えっ！だいきいゆうれい！	examine	npc	Treus Dayth
Those are some of the biggest teeth I've ever seen.	それらはわたしがみたことがあるさいだいのはです。	examine	npc	Loading crane
A shiny key sitting quietly on a crate.	クレートのじょうにしずかにざっている、かがやきいているかぎ。	examine	npc	Innocent-looking key
Big, metal, and wheeled.	だいきい、きんぞくで、くるまわがある。	examine	npc	Mine cart
A strange disturbance in the air.	くうきのちゅうのきみょうなじゃまだち。	examine	npc	Haze
That ghost looks like he's up to something.	そのゆうれいはなにかをしようとしているみたいだ。	examine	npc	Mischievous ghost
This person is working on the site.	このひとはサイトではたらきいている。	examine	npc	Digsite workman
A student busy studying the digsite.	でんどう、ていよ、ベンきょうしている、がくせい。	examine	npc	Student
Upon examining the examiner you examine it is indeed an examiner!	しけんかんをしらべると、それがたしかみにしけんかんであることをしらべているときに！	examine	npc	Examiner
Must be hard at work.	きっといちなまけんめいはたらいているにちがいない。	examine	npc	Researcher
An expert on archaeology.	かんがえふるまなびのエキスパート。	examine	npc	Terry Balando
A specialist in panning for gold.	きんこうほりのせんもんか。	examine	npc	Panning guide
A man busily panning.	いそがしいしくきんこうほりをしているおとこ。	examine	npc	Nick
A woman busily panning.	いそがしいしくきんこうほりをしているじょせい。	examine	npc	Nisha
A pirate.	かいぞく。	examine	npc	Redbeard Frank
An old sea dog.	ふるいうみいぬ。	examine	npc	Captain Tobias
The owner of the banana plantation.	バナナプランテーションのところあもの。	examine	npc	Luthas
