english	translation	category	sub_category	source
Lassar Undercity	ラサーのちかとし	inventoryActions	item	Ring of shadows
The Stranglewood	ストラングルウッド	inventoryActions	item	Ring of shadows
The Darkfrost	ダークフロスト	inventoryActions	item	Pendant of ates
Twilight Temple	たそがれのじいん	inventoryActions	item	Pendant of ates
Ralos' Rise	ラロスのこうまり	inventoryActions	item	Pendant of ates
North Aldarin	アルダリンきたぶ	inventoryActions	item	Pendant of ates
Colour	いろ	inventoryActions	item	Beige pumpkin (disgusted)
Carve	ちょうこく	inventoryActions	item	Beige pumpkin (disgusted)
Change-Style	みためをへんこう	inventoryActions	item	Infernal harpoon (or)
Teleport-back	ワープでもどりる	inventoryActions	item	Crystal of echoes
Check-memories	しるしおくをかくにん	inventoryActions	item	Crystal of echoes
Save-memory	しるしおくをほぞん	inventoryActions	item	Crystal of echoes
League Debug	リーグのデバッグ	inventoryActions	item	League tomato
Setups	せってい	inventoryActions	item	League tomato
Withdraw-all	ぜんてひきです	inventoryActions	item	Forager's pouch
Withdraw-last	まえかいどうようにひきです	inventoryActions	item	Forager's pouch
Current-step	げんざいのステップ	inventoryActions	item	Clue compass
Collect	アイテムをかいしゅう	inventoryActions	item	Pocket kingdom
Manage-kingdom	おうこくをかんり	inventoryActions	item	Pocket kingdom
Relic Emote	いぶつエモート	inventoryActions	item	Raging echoes cane
Detatch	とりそとす	inventoryActions	item	Echo venator bow
Detach	とりそとす	inventoryActions	item	Echo venator bow (uncharged)
Read-address	アドレスをよむ	inventoryActions	item	Invitations
Surrender	ふふ	inventoryActions	item	Saradomin cloak
Lunar	ルーナ	inventoryActions	item	Magic cape
Arceuus	アルセウス	inventoryActions	item	Magic cape
Standard	いちはん	inventoryActions	item	Magic cape
Ancient	こだい	inventoryActions	item	Magic cape
Brimhaven	ブリムヘブン	inventoryActions	item	Construct. cape
Home	いえへ	inventoryActions	item	Construct. cape
Rimmington	リミングトン	inventoryActions	item	Construct. cape
Taverley	タベリー	inventoryActions	item	Construct. cape
Pollnivneach	ポルニヴネッチ	inventoryActions	item	Construct. cape
Hosidius	ホシディアス	inventoryActions	item	Construct. cape
Aldarin	アルダリン	inventoryActions	item	Construct. cape
Hunter Guild	かりゅうどギルド	inventoryActions	item	Hunter cape
Carnivorous Chinchompas	にくしょくチンチョンパ	inventoryActions	item	Hunter cape
Black Chinchompas	くろチンチョンパ	inventoryActions	item	Hunter cape
Fremennik Dungeon	フレメニック・ダンジョン	inventoryActions	item	Slayer ring (8)
Dark Beasts	あんこくじゅう	inventoryActions	item	Slayer ring (8)
Stronghold	ようさい	inventoryActions	item	Slayer ring (8)
Slayer Tower	とうばつのとう	inventoryActions	item	Slayer ring (8)
Tarn's Lair	ターンのすくつ	inventoryActions	item	Slayer ring (8)
Karamja (Shilo)	カラムジャ（シャイロ）	inventoryActions	item	Achievement diary cape (t)
Western Provinces	にしぶちほう	inventoryActions	item	Achievement diary cape (t)
Karamja (Jungle)	カラムジャ（ジャングル）	inventoryActions	item	Achievement diary cape (t)
Twiggy O'Korn	ツイギー・オコーン	inventoryActions	item	Achievement diary cape (t)
Karamja (Mor Ul Rek)	カラムジャ（モー・ウル・レク）	inventoryActions	item	Achievement diary cape (t)
Ardougne	アルドイン	inventoryActions	item	Achievement diary cape (t)
Desert	さばく	inventoryActions	item	Achievement diary cape (t)
Kourend & Kebos	クーレンドとケボス	inventoryActions	item	Achievement diary cape (t)
Lumbridge & Draynor	ランブ…ドレイナー	inventoryActions	item	Achievement diary cape (t)
Fremennik	フレメニック	inventoryActions	item	Achievement diary cape (t)
Morytania	モリタニア	inventoryActions	item	Achievement diary cape (t)
Kandarin	カンダリン	inventoryActions	item	Achievement diary cape (t)
Wilderness	ウィルダネス	inventoryActions	item	Achievement diary cape (t)
Carnivorous chinchompas	にくしょくチンチョンパ	inventoryActions	item	Max cape
Ring of Life	いのちのゆびわ	inventoryActions	item	Max cape
Black chinchompas	くろチンチョンパ	inventoryActions	item	Max cape
Warrior's Guild	せんしギルド	inventoryActions	item	Max cape
Guild Teleports	ギルドワープ	inventoryActions	item	Max cape
Skilling Areas	レベルじょうげ・エリア	inventoryActions	item	Max cape
Collections overview	しゅとくアイテムがいよう	inventoryActions	item	Collection log
Collections Overview	しゅとくアイテムがいよう	inventoryActions	item	Collection log
Collection Log	しゅとくアイテムいちらん	inventoryActions	item	Collection log
Area Emote	エリア・エモート	inventoryActions	item	Raging echoes cane
Detach	とりそとす	inventoryActions	item	Echo venator bow
Detatch	とりそとす	inventoryActions	item	Echo ahrim's robeskirt 75
Create-book	ほんをさくる	inventoryActions	item	Bronze staff of collection
Bryophyta	ブリオフィタ	inventoryActions	item	Giantsoul amulet
Obor	オーボー	inventoryActions	item	Giantsoul amulet
Branda and Eldric	ブランダとエルドリック	inventoryActions	item	Giantsoul amulet
Radius	ラジウス	inventoryActions	item	Soulflame horn
Max Players	マックスのプレイヤー	inventoryActions	item	Soulflame horn
Wipe	ワイプ	inventoryActions	item	Jim's wet cloth
Gl. Attenuation	げんすいするグリフ	inventoryActions	item	Contract of glyphic attenuation
Se. Clouding	こんだくするかんかく	inventoryActions	item	Contract of sensory clouding
Bl. Blows	ちみどろのだげき	inventoryActions	item	Contract of bloodied blows
Di. Severance	しんせいなことわたえ	inventoryActions	item	Contract of divine severance
Fo. Breath	たえるいき	inventoryActions	item	Contract of forfeit breath
