english	translation	category	sub_category	source
Willow roots	やなぎのね	name	item	Willow roots
Maple roots	かえでのね	name	item	Maple roots
Yew roots	イチイのね	name	item	Yew roots
Magic roots	まほうのね	name	item	Magic roots
Spirit roots	せいれいじゅのね	name	item	Spirit roots
Weeds	ざっそう	name	item	Weeds
Hay sack	ほしくさのふくろ	name	item	Hay sack
Scarecrow	カカシ	name	item	Scarecrow
Bronze bolts (p+)	せいどうのボルト（どく＋）	name	item	Bronze bolts (p+)
Bronze bolts (p++)	せいどうのボルト（どく＋＋）	name	item	Bronze bolts (p++)
Spirit tree	せいれいじゅ	name	item	Spirit tree
Bloody mourner top	ちだらけのあいとうしゃのトップ	name	item	Bloody mourner top
Mourner top	あいとうしゃのトップ	name	item	Mourner top
Ripped mourner trousers	はれたあいとうしゃのズボン	name	item	Ripped mourner trousers
Mourner trousers	あいとうしゃのズボン	name	item	Mourner trousers
Mourner gloves	あいとうしゃのてぶくろ	name	item	Mourner gloves
Mourner boots	あいとうしゃのくつ	name	item	Mourner boots
Mourner cloak	あいとうしゃのマント	name	item	Mourner cloak
Mourner letter	あいとうしゃのてがみ	name	item	Mourner letter
Tegid's soap	テギドのせっけん	name	item	Tegid's soap
Prifddinas' history	プリフディナスのれきし	name	item	Prifddinas' history
Eastern discovery	とうぶのはっけん	name	item	Eastern discovery
Eastern settlement	とうぶのていじゅう	name	item	Eastern settlement
The great divide	いだいなるぶんれつ	name	item	The great divide
Broken device	こわしれたそうち	name	item	Broken device
Fixed device	ちょくされたそうち	name	item	Fixed device
Tarnished key	よごれたカギ	name	item	Tarnished key
Worn key	まもうしたカギ	name	item	Worn key
Red dye bellows	あかいろせんりょうのふいご	name	item	Red dye bellows
Blue dye bellows	あおいろせんりょうのふいご	name	item	Blue dye bellows
Yellow dye bellows	きいろせんりょうのふいご	name	item	Yellow dye bellows
Green dye bellows	みどりいろせんりょうのふいご	name	item	Green dye bellows
Blue toad	あおいアマガエル	name	item	Blue toad
Red toad	あかいアマガエル	name	item	Red toad
Yellow toad	きいろいアマガエル	name	item	Yellow toad
Green toad	みどりいろのアマガエル	name	item	Green toad
Rotten apples	くさりったリンゴ	name	item	Rotten apples
Apple barrel	リンゴのたる	name	item	Apple barrel
Naphtha apple mix	ナフサ・リンゴのミックス	name	item	Naphtha apple mix
Toxic naphtha	ゆうどくナフサ	name	item	Toxic naphtha
Sieve	ふるい	name	item	Sieve
Toxic powder	ゆうどくなふんまつ	name	item	Toxic powder
Teleport crystal (4)	ワープのすいしょう（４）	name	item	Teleport crystal (4)
Teleport crystal (3)	ワープのすいしょう（３）	name	item	Teleport crystal (3)
Teleport crystal (2)	ワープのすいしょう（２）	name	item	Teleport crystal (2)
Teleport crystal (1)	ワープのすいしょう（１）	name	item	Teleport crystal (1)
Crystal teleport seed	ワープのすいしょうのたね	name	item	Crystal teleport seed
New key	しんしいカギ	name	item	New key
Elf	エルフ	name	item	Elf
Ghostly boots	ゆうれいのくつ	name	item	Ghostly boots
Ghostly robe	ゆうれいのローブ	name	item	Ghostly robe
Ghostly hood	ゆうれいのフード	name	item	Ghostly hood
Ghostly gloves	ゆうれいのてぶくろ	name	item	Ghostly gloves
Ghostly cloak	ゆうれいのマント	name	item	Ghostly cloak
Kelda seed	ケルダのたね	name	item	Kelda seed
Kelda hops	ケルダ・ホップ	name	item	Kelda hops
Kelda stout	ケルダのスタウト	name	item	Kelda stout
Square stone	しかくいいし	name	item	Square stone
A chair	いす	name	item	A chair
Enchanted lyre(2)	まほうのたてこと（２）	name	item	Enchanted lyre(2)
Enchanted lyre(3)	まほうのたてこと（３）	name	item	Enchanted lyre(3)
Enchanted lyre(4)	まほうのたてこと（４）	name	item	Enchanted lyre(4)
Rock-shell helm	がんかくのかぶと	name	item	Rock-shell helm
Rock-shell plate	がんかくのむなよろい	name	item	Rock-shell plate
Rock-shell legs	がんかくのきゃっこう	name	item	Rock-shell legs
Spined helm	トゲのかぶと	name	item	Spined helm
Spined body	トゲのボディ	name	item	Spined body
Spined chaps	トゲのチャップス	name	item	Spined chaps
Skeletal helm	ほねのかぶと	name	item	Skeletal helm
Skeletal top	ほねのトップ	name	item	Skeletal top
Skeletal bottoms	ほねのズボン	name	item	Skeletal bottoms
Spined boots	トゲのくつ	name	item	Spined boots
Rock-shell boots	がんかくのくつ	name	item	Rock-shell boots
Skeletal boots	ほねのくつ	name	item	Skeletal boots
Spined gloves	トゲのてぶくろ	name	item	Spined gloves
Rock-shell gloves	がんかくのてぶくろ	name	item	Rock-shell gloves
Skeletal gloves	ほねのてぶくろ	name	item	Skeletal gloves
Dagannoth hide	ダガノスのかわ	name	item	Dagannoth hide
Rock-shell chunk	がんかくのかたまり	name	item	Rock-shell chunk
Rock-shell shard	がんかくのシャード	name	item	Rock-shell shard
Rock-shell splinter	がんかくのはへん	name	item	Rock-shell splinter
Skull piece	ずがいこつへん	name	item	Skull piece
Ribcage piece	ろっこつへん	name	item	Ribcage piece
Fibula piece	ひこつへん	name	item	Fibula piece
Circular hide	まるいかわ	name	item	Circular hide
Flattened hide	へいたいかわ	name	item	Flattened hide
Stretched hide	のびかわ	name	item	Stretched hide
Raw pheasant	なまのキジ	name	item	Raw pheasant
Lederhosen top	レーダーホーゼンのシャツ	name	item	Lederhosen top
Lederhosen shorts	レーダーホーゼンのショーツ	name	item	Lederhosen shorts
Lederhosen hat	レーダーホーゼンのハット	name	item	Lederhosen hat
Frog token	かえるのトークン	name	item	Frog token
Royal frog tunic	おうけかえるのうわぎ	name	item	Royal frog tunic
Royal frog leggings	おうけかえるのレギンス	name	item	Royal frog leggings
Royal frog blouse	おうけかえるのブラウス	name	item	Royal frog blouse
Royal frog skirt	おうけかえるのスカート	name	item	Royal frog skirt
Frog mask	かえるのかめん	name	item	Frog mask
Mystery box	なぞのはこ	name	item	Mystery box
Raw fishlike thing	なまのさかなっぽいなにか	name	item	Raw fishlike thing
Fishlike thing	さかなっぽいなにか	name	item	Fishlike thing
Teak pyre logs	チークのかそうようまるた	name	item	Teak pyre logs
Mahogany pyre logs	マホガニーのかそうようまるた	name	item	Mahogany pyre logs
Broodoo shield (10)	ブルドゥーのたて（10）	name	item	Broodoo shield (10)
Broodoo shield (9)	ブルドゥーのたて（9）	name	item	Broodoo shield (9)
Broodoo shield (8)	ブルドゥーのたて（8）	name	item	Broodoo shield (8)
Broodoo shield (7)	ブルドゥーのたて（7）	name	item	Broodoo shield (7)
Broodoo shield (6)	ブルドゥーのたて（6）	name	item	Broodoo shield (6)
Broodoo shield (5)	ブルドゥーのたて（5）	name	item	Broodoo shield (5)
Broodoo shield (4)	ブルドゥーのたて（4）	name	item	Broodoo shield (4)
Broodoo shield (3)	ブルドゥーのたて（3）	name	item	Broodoo shield (3)
Broodoo shield (2)	ブルドゥーのたて（2）	name	item	Broodoo shield (2)
Broodoo shield (1)	ブルドゥーのたて（1）	name	item	Broodoo shield (1)
Broodoo shield	ブルドゥーのたて	name	item	Broodoo shield
Thatch spar light	くさぶきのかるいスパー	name	item	Thatch spar light
Thatch spar med	くさぶきのふつうのスパー	name	item	Thatch spar med
Thatch spar dense	くさぶきのおもいスパー	name	item	Thatch spar dense
Snake hide	へびかわ	name	item	Snake hide
Snakeskin	へびかわ	name	item	Snakeskin
Spider carcass	クモのしがい	name	item	Spider carcass
Spider on stick	クモのくし	name	item	Spider on stick
Spider on shaft	クモのシャフト	name	item	Spider on shaft
Burnt spider	こげたクモ	name	item	Burnt spider
Skewer stick	くしざししのぼう	name	item	Skewer stick
Trading sticks	こうかんぼう	name	item	Trading sticks
Gout tuber	ガウト・チューバー	name	item	Gout tuber
Opal machete	オパールのマチェーテ	name	item	Opal machete
Jade machete	ヒスイのマチェーテ	name	item	Jade machete
Red topaz machete	あかトパーズのマチェーテ	name	item	Red topaz machete
Proboscis	くちふん	name	item	Proboscis
Snakeskin body	へびかわのボディ	name	item	Snakeskin body
Snakeskin chaps	へびかわのチャップス	name	item	Snakeskin chaps
Snakeskin bandana	へびかわのバンダナ	name	item	Snakeskin bandana
Snakeskin boots	へびかわのくつ	name	item	Snakeskin boots
Snakeskin vambraces	へびかわのうでよろい	name	item	Snakeskin vambraces
Mahogany logs	マホガニーのまるた	name	item	Mahogany logs
Teak logs	チークのまるた	name	item	Teak logs
Tribal mask	ぶぞくのマスク	name	item	Tribal mask
Tribal top	ぶぞくのうわぎ	name	item	Tribal top
Villager robe	むらびとのローブ	name	item	Villager robe
Villager hat	むらびとのぼうし	name	item	Villager hat
Villager armband	むらびとのわんしょう	name	item	Villager armband
Villager sandals	むらびとのサンダル	name	item	Villager sandals
Fez	フェズ	name	item	Fez
Desert top	さばくのトップ	name	item	Desert top
Desert robes	さばくのローブ	name	item	Desert robes
Desert legs	さばくのズボン	name	item	Desert legs
Menaphite purple hat	むらさきいろのメナファイトのぼうし	name	item	Menaphite purple hat
Menaphite purple top	むらさきいろのメナファイトのトップ	name	item	Menaphite purple top
Menaphite purple robe	むらさきいろのメナファイトのローブ	name	item	Menaphite purple robe
Menaphite purple kilt	むらさきいろのメナファイトのキルト	name	item	Menaphite purple kilt
Menaphite red hat	あかいろのメナファイトのぼうし	name	item	Menaphite red hat
Menaphite red top	あかいろのメナファイトのトップ	name	item	Menaphite red top
Menaphite red robe	あかいろのメナファイトのローブ	name	item	Menaphite red robe
Menaphite red kilt	あかいろのメナファイトのキルト	name	item	Menaphite red kilt
Oak blackjack(o)	かしのブラックジャック（こう）	name	item	Oak blackjack(o)
Oak blackjack(d)	かしのブラックジャック（ぼう）	name	item	Oak blackjack(d)
Willow blackjack(o)	やなぎのブラックジャック（こう）	name	item	Willow blackjack(o)
Willow blackjack(d)	やなぎのブラックジャック（ぼう）	name	item	Willow blackjack(d)
Maple blackjack	かえでのブラックジャック	name	item	Maple blackjack
Maple blackjack(o)	かえでのブラックジャック（こう）	name	item	Maple blackjack(o)
Maple blackjack(d)	かえでのブラックジャック（ぼう）	name	item	Maple blackjack(d)
Spadeful of coke	コークのシャベル	name	item	Spadeful of coke
Kandarin headgear	カンダリンのヘッドギア	name	item	Kandarin headgear
Mage arena cape	まほうアリーナのマント	name	item	Mage arena cape
White rose seed	しろいバラのたね	name	item	White rose seed
Red rose seed	あかいバラのたね	name	item	Red rose seed
Pink rose seed	ピンクのバラのたね	name	item	Pink rose seed
Vine seed	ツルのたね	name	item	Vine seed
Delphinium seed	デルフィニウムのたね	name	item	Delphinium seed
Orchid seed	ランのたね	name	item	Orchid seed
Snowdrop seed	スノードロップのたね	name	item	Snowdrop seed
White tree shoot	しろいきのシュート	name	item	White tree shoot
White tree shoot (w)	しろいきのシュート（みず）	name	item	White tree shoot (w)
White tree sapling	しろいきのわかぎ	name	item	White tree sapling
Ring of charos(a)	カロスのゆびわ（かっせい）	name	item	Ring of charos(a)
Rune shards	ルーンのはへん	name	item	Rune shards
Rune dust	ルーンのこな	name	item	Rune dust
White tree fruit	しろいきのかじつ	name	item	White tree fruit
Compost potion(4)	たいひのやくえき（４）	name	item	Compost potion(4)
Compost potion(3)	たいひのやくえき（３）	name	item	Compost potion(3)
Compost potion(2)	たいひのやくえき（２）	name	item	Compost potion(2)
Compost potion(1)	たいひのやくえき（１）	name	item	Compost potion(1)
Trolley	トロリー	name	item	Trolley
List	リスト	name	item	List
Agility jump	うんどうしんけいのジャンプ	name	item	Agility jump
Agility balance	うんどうしんけいのバランス	name	item	Agility balance
Agility contortion	うんどうしんけいのゆがみ	name	item	Agility contortion
Agility climb	うんどうしんけいののぼり	name	item	Agility climb
Toktz-xil-ul	トクツ・ジル・ウル	name	item	Toktz-xil-ul
Toktz-xil-ak	トクツ・ジル・アク	name	item	Toktz-xil-ak
Toktz-ket-xil	トクツ・ケット・ジル	name	item	Toktz-ket-xil
Toktz-xil-ek	トクツ・ジル・エク	name	item	Toktz-xil-ek
Toktz-mej-tal	トクツ・メジ・タル	name	item	Toktz-mej-tal
Tzhaar-ket-em	ツザー・ケット・エム	name	item	Tzhaar-ket-em
Tzhaar-ket-om	ツザー・ケット・オム	name	item	Tzhaar-ket-om
Tokkul	トックル	name	item	Tokkul
Mouse toy	ネズミのおもちゃ	name	item	Mouse toy
Present	プレゼント	name	item	Present
Catspeak amulet(e)	ねこはなしのアミュレット（まほう）	name	item	Catspeak amulet(e)
Chores	かじ	name	item	Chores
Recipe	レシピ	name	item	Recipe
Doctor's hat	いしゃのぼうし	name	item	Doctor's hat
Nurse hat	ナースのぼうし	name	item	Nurse hat
Lazy cat	たいだなねこ	name	item	Lazy cat
Wily cat	ずるけんいねこ	name	item	Wily cat
Ahab's beer	アハブのビール	name	item	Ahab's beer
Mud battlestaff	どろのせんじょう	name	item	Mud battlestaff
Mystic mud staff	ひでんのどろのつえ	name	item	Mystic mud staff
Obsidian cape	こくようせきのマント	name	item	Obsidian cape
Fire cape	かえんのマント	name	item	Fire cape
Uncut onyx	オニキスのげんせき	name	item	Uncut onyx
Onyx	オニキス	name	item	Onyx
Onyx ring	オニキスのゆびわ	name	item	Onyx ring
Onyx necklace	オニキスのネックレス	name	item	Onyx necklace
Onyx amulet (u)	オニキスのアミュレット（つるなし）	name	item	Onyx amulet (u)
Onyx amulet	オニキスのアミュレット	name	item	Onyx amulet
Ring of stone	いわのゆびわ	name	item	Ring of stone
Amulet of fury	ふんどのアミュレット	name	item	Amulet of fury
White claws	はくてつのかぎづめ	name	item	White claws
White battleaxe	はくてつのせんぷ	name	item	White battleaxe
White dagger	はくてつのたんけん	name	item	White dagger
White dagger(p)	はくてつのたんけん（どく）	name	item	White dagger(p)
White dagger(p+)	はくてつのたんけん（どく＋）	name	item	White dagger(p+)
White dagger(p++)	はくてつのたんけん（どく＋＋）	name	item	White dagger(p++)
White halberd	はくてつのほこやり	name	item	White halberd
White mace	はくてつのつちほこ	name	item	White mace
White magic staff	はくてつのまほうのつえ	name	item	White magic staff
White sword	はくてつのけん	name	item	White sword
White longsword	はくてつのちょうけん	name	item	White longsword
White 2h sword	はくてつのりょうてけん	name	item	White 2h sword
White scimitar	はくてつのみかづきとう	name	item	White scimitar
White warhammer	はくてつのせんつい	name	item	White warhammer
White chainbody	はくてつのくさりよろい	name	item	White chainbody
White platebody	はくてつのむなよろい	name	item	White platebody
White boots	はくてつのくつ	name	item	White boots
White med helm	はくてつのかぶと	name	item	White med helm
White full helm	はくてつのぜんとうこう	name	item	White full helm
White platelegs	はくてつのきゃっこう	name	item	White platelegs
White plateskirt	はくてつのくさずりよろい	name	item	White plateskirt
White gloves	はくてつのこて	name	item	White gloves
White sq shield	はくてつのつのたて	name	item	White sq shield
White kiteshield	はくてつのたこたて	name	item	White kiteshield
Commorb	コモーブ	name	item	Commorb
Solus's hat	ソルスのぼうし	name	item	Solus's hat
Dark beast	あんこくじゅう	name	item	Dark beast
Colour wheel	いろのわ	name	item	Colour wheel
Hand mirror	てかがみ	name	item	Hand mirror
Red crystal	あかいすいしょう	name	item	Red crystal
Yellow crystal	きいろいすいしょう	name	item	Yellow crystal
Green crystal	みどりのすいしょう	name	item	Green crystal
Cyan crystal	シアンのすいしょう	name	item	Cyan crystal
Blue crystal	あおいすいしょう	name	item	Blue crystal
Magenta crystal	マゼンタのすいしょう	name	item	Magenta crystal
Fractured crystal	わりれたすいしょう	name	item	Fractured crystal
Item list	アイテムいちらん	name	item	Item list
Edern's journal	エデルンのにっき	name	item	Edern's journal
Blackened crystal	こくかのすいしょう	name	item	Blackened crystal
Newly made crystal	しんぞうのすいしょう	name	item	Newly made crystal
Crystal trinket	すいしょうのこもの	name	item	Crystal trinket
Camo top	めいさいのトップ	name	item	Camo top
Camo bottoms	めいさいのズボン	name	item	Camo bottoms
Camo helmet	めいさいのかぶと	name	item	Camo helmet
Fishing explosive	つりようばくだん	name	item	Fishing explosive
Mogre	モーガ	name	item	Mogre
Broken fishing rod	こわしれたつりさお	name	item	Broken fishing rod
Forlorn boot	こどくなくつ	name	item	Forlorn boot
Mudskipper hat	マッドスキッパーのハット	name	item	Mudskipper hat
Flippers	あしひれ	name	item	Flippers
Empty fishbowl	くうのきんぎょばち	name	item	Empty fishbowl
Fishbowl	きんぎょばち	name	item	Fishbowl
Fishbowl and net	きんぎょばちとぎょもう	name	item	Fishbowl and net
Tiny net	きょくしょうのぎょもう	name	item	Tiny net
An empty box	くうのはこ	name	item	An empty box
Guam in a box	はこのちゅうのグアム	name	item	Guam in a box
Guam in a box?	はこのちゅうのグアム？	name	item	Guam in a box?
Seaweed in a box	はこのちゅうのかいそう	name	item	Seaweed in a box
Seaweed in a box?	はこのちゅうのかいそう？	name	item	Seaweed in a box?
Ground guam	ひかれたグアム	name	item	Ground guam
Ground seaweed	ひかれたかいそう	name	item	Ground seaweed
Saradomin brew(4)	サラドミンのひやく（４）	name	item	Saradomin brew(4)
Saradomin brew(3)	サラドミンのひやく（３）	name	item	Saradomin brew(3)
Saradomin brew(2)	サラドミンのひやく（２）	name	item	Saradomin brew(2)
Saradomin brew(1)	サラドミンのひやく（１）	name	item	Saradomin brew(1)
Crushed nest	つぶしれたす	name	item	Crushed nest
Desert lizard	さばくトカゲ	name	item	Desert lizard
Ice cooler	こおりクーラー	name	item	Ice cooler
Pat of butter	バターのパット	name	item	Pat of butter
Burnt potato	こげたジャガイモ	name	item	Burnt potato
Baked potato	やいたジャガイモ	name	item	Baked potato
Potato with butter	じゃがバター	name	item	Potato with butter
Potato with cheese	じゃがチーズ	name	item	Potato with cheese
Camulet	カミュレット	name	item	Camulet
Slayer gloves	とうばつのてぶくろ	name	item	Slayer gloves
Fever spider	ねつびょうグモ	name	item	Fever spider
Blindweed seed	ブラインドくさのたね	name	item	Blindweed seed
Blindweed	ブラインドくさ	name	item	Blindweed
Wrench	レンチ	name	item	Wrench
Holy wrench	せいなるレンチ	name	item	Holy wrench
Sluglings	こナメクジ	name	item	Sluglings
Karamthulhu	カランスルフ	name	item	Karamthulhu
Fever spider body	ねつびょうグモのからだ	name	item	Fever spider body
Unsanitary swill	ふえいせいなおぶつ	name	item	Unsanitary swill
Rusty scimitar	さびたみかづきとう	name	item	Rusty scimitar
Zombie head	ゾンビのとうぶ	name	item	Zombie head
Seercull	シールカル	name	item	Seercull
Dagannoth-king bonemeal	ダガノスおうのこっぷん	name	item	Dagannoth-king bonemeal
Dagannoth bones	ダガノスのほね	name	item	Dagannoth bones
Seers ring	よけんしゃのゆびわ	name	item	Seers ring
Archers ring	しゃしゅのゆびわ	name	item	Archers ring
Warrior ring	せんしのゆびわ	name	item	Warrior ring
Berserker ring	バーサーカーのゆびわ	name	item	Berserker ring
Dragon axe	りゅうてつのおの	name	item	Dragon axe
Dragon axe head	りゅうてつのおのやいば	name	item	Dragon axe head
Darklight	ダークライト	name	item	Darklight
Demonic sigil mould	あくまのまほういんのいがた	name	item	Demonic sigil mould
Demonic sigil	あくまのまほういん	name	item	Demonic sigil
Demonic tome	あくまのしょもつ	name	item	Demonic tome
Black desert shirt	くろいろのさばくのシャツ	name	item	Black desert shirt
Black desert robe	くろいろのさばくのローブ	name	item	Black desert robe
Enchanted key	まほうのカギ	name	item	Enchanted key
Scroll	まきもの	name	item	Scroll
Chest	たからばこ	name	item	Chest
Guthix mjolnir	ガシックスのミョルニル	name	item	Guthix mjolnir
Saradomin mjolnir	サラドミンのミョルニル	name	item	Saradomin mjolnir
Zamorak mjolnir	ザモラックのミョルニル	name	item	Zamorak mjolnir
Cat antipoison	ねこのげどくざい	name	item	Cat antipoison
Poisoned cheese	どくのチーズ	name	item	Poisoned cheese
Music scroll	おんがくのまきもの	name	item	Music scroll
Directions	みちじゅん	name	item	Directions
Pot of weeds	ざっそうのどなべ	name	item	Pot of weeds
Smouldering pot	いぶりどなべ	name	item	Smouldering pot
Rat pole	ネズミのぼう	name	item	Rat pole
Menaphite thug	メナファイトのきょうかん	name	item	Menaphite thug
Robe of elidinis	エリディニスのローブ	name	item	Robe of elidinis
Torn robe	ぼろぼろのローブ	name	item	Torn robe
Shoes	くつ	name	item	Shoes
Sole	くつぞこ	name	item	Sole
Ancestral key	そせんのカギ	name	item	Ancestral key
Ballad	バラッド	name	item	Ballad
Choc-ice	チョコアイス	name	item	Choc-ice
Earth warrior champion scroll	つちのせんしチャンピオンのまきもの	name	item	Earth warrior champion scroll
Ghoul champion scroll	グール・チャンピオンのまきもの	name	item	Ghoul champion scroll
Giant champion scroll	きょじんチャンピオンのまきもの	name	item	Giant champion scroll
Goblin champion scroll	ゴブリン・チャンピオンのまきもの	name	item	Goblin champion scroll
Hobgoblin champion scroll	ホブゴブリン・チャンピオンのまきもの	name	item	Hobgoblin champion scroll
Imp champion scroll	こあくまチャンピオンのまきもの	name	item	Imp champion scroll
Jogre champion scroll	ジョーガ・チャンピオンのまきもの	name	item	Jogre champion scroll
Lesser demon champion scroll	かいあくまチャンピオンのまきもの	name	item	Lesser demon champion scroll
Skeleton champion scroll	スケルトン・チャンピオンのまきもの	name	item	Skeleton champion scroll
Zombie champion scroll	ゾンビ・チャンピオンのまきもの	name	item	Zombie champion scroll
Leon's champion scroll	レオン・チャンピオンのまきもの	name	item	Leon's champion scroll
Granite legs	かこうがんのきゃっこう	name	item	Granite legs
Wyvern bonemeal	ワイバーンのこっぷん	name	item	Wyvern bonemeal
Skeletal wyvern	ほねワイバーン	name	item	Skeletal wyvern
Wyvern bones	ワイバーンのほね	name	item	Wyvern bones
Fur	けがわ	name	item	Fur
Slender blade	ほそけん	name	item	Slender blade
Bow-sword	ゆみけん	name	item	Bow-sword
Relic	いぶつ	name	item	Relic
Orb	オーブ	name	item	Orb
Star bauble	ほしのかざり	name	item	Star bauble
Box bauble	ボックスのかざり	name	item	Box bauble
Diamond bauble	ダイヤのかざり	name	item	Diamond bauble
Tree bauble	きのかざり	name	item	Tree bauble
Bell bauble	ベルのかざり	name	item	Bell bauble
Puppet box	にんぎょうのはこ	name	item	Puppet box
Bauble box	かざりのはこ	name	item	Bauble box
Bobble hat	ボブルのぼうし	name	item	Bobble hat
Bobble scarf	ボブルのマフラー	name	item	Bobble scarf
Jester hat	どうけしのぼうし	name	item	Jester hat
Jester scarf	どうけしのマフラー	name	item	Jester scarf
Tri-jester hat	さんどうけしのぼうし	name	item	Tri-jester hat
Tri-jester scarf	さんどうけしのマフラー	name	item	Tri-jester scarf
Woolly hat	ようもうのぼうし	name	item	Woolly hat
Woolly scarf	ようもうのマフラー	name	item	Woolly scarf
Marionette handle	マリオネットのハンドル	name	item	Marionette handle
Blue marionette	あおいマリオネット	name	item	Blue marionette
Green marionette	みどりいろのマリオネット	name	item	Green marionette
Red marionette	あかいマリオネット	name	item	Red marionette
Peach	モモ	name	item	Peach
Progress hat	しんぽのぼうし	name	item	Progress hat
Mage's book	まじゅつしのほん	name	item	Mage's book
Arena book	アリーナのほん	name	item	Arena book
Cylinder	えんちゅう	name	item	Cylinder
Cube	キューブ	name	item	Cube
Icosahedron	にじゅうめんたい	name	item	Icosahedron
Pentamid	ごかくすい	name	item	Pentamid
Animals' bones	どうぶつのほね	name	item	Animals' bones
Beginner wand	しょしんしゃのワンド	name	item	Beginner wand
Apprentice wand	でしのワンド	name	item	Apprentice wand
Teacher wand	せんせいのワンド	name	item	Teacher wand
Master wand	ししょうのワンド	name	item	Master wand
Infinity top	むげんのトップ	name	item	Infinity top
Infinity hat	むげんのぼうし	name	item	Infinity hat
Infinity boots	むげんのくつ	name	item	Infinity boots
Infinity gloves	むげんのてぶくろ	name	item	Infinity gloves
Infinity bottoms	むげんのローブした	name	item	Infinity bottoms
Bones to peaches	ほねをモモに	name	item	Bones to peaches
Sandy hand	すなだらけのて	name	item	Sandy hand
Beer soaked hand	ビールまみれのて	name	item	Beer soaked hand
Bert's rota	ベートのシフトおもて	name	item	Bert's rota
Sandy's rota	サンディーのシフトおもて	name	item	Sandy's rota
A magic scroll	まほうのまきもの	name	item	A magic scroll
Magical orb	まほうのオーブ	name	item	Magical orb
Magical orb (a)	まほうのオーブ（かっせい）	name	item	Magical orb (a)
Truth serum	しんじつのけっせい	name	item	Truth serum
Bottled water	すいとう	name	item	Bottled water
Redberry juice	レッドベリーのジュース	name	item	Redberry juice
Pink dye	ピンクいろせんりょう	name	item	Pink dye
Rose tinted lens	バラいろのレンズ	name	item	Rose tinted lens
Wizard's head	まほうつかいいのあたま	name	item	Wizard's head
Sand	すな	name	item	Sand
Pink cape	ピンクのマント	name	item	Pink cape
Baguette	バゲット	name	item	Baguette
Triangle sandwich	さんかくのサンドイッチ	name	item	Triangle sandwich
Roll	ロールバン	name	item	Roll
Square sandwich	しかくいサンドイッチ	name	item	Square sandwich
Pyramid top	ピラミッドのちょうじょう	name	item	Pyramid top
Sandstone (1kg)	すないし (1kg)	name	item	Sandstone (1kg)
Sandstone (2kg)	すないし (2kg)	name	item	Sandstone (2kg)
Sandstone (5kg)	すないし (5kg)	name	item	Sandstone (5kg)
Sandstone (10kg)	すないし (10kg)	name	item	Sandstone (10kg)
Granite (500g)	かこうがん（500g）	name	item	Granite (500g)
Granite (2kg)	みかげいし (2kg)	name	item	Granite (2kg)
Granite (5kg)	みかげいし (5kg)	name	item	Granite (5kg)
Sandstone (20kg)	すないし (20kg)	name	item	Sandstone (20kg)
Sandstone (32kg)	すないし (32kg)	name	item	Sandstone (32kg)
Sandstone body	さがんののボディ	name	item	Sandstone body
Sandstone base	さがんのベース	name	item	Sandstone base
Stone head	いしのあたま	name	item	Stone head
Z sigil	Zのもんしょう	name	item	Z sigil
M sigil	Mのもんしょう	name	item	M sigil
R sigil	Rのもんしょう	name	item	R sigil
K sigil	Kのもんしょう	name	item	K sigil
Stone left arm	いしのひだりて	name	item	Stone left arm
Stone right arm	いしのみぎて	name	item	Stone right arm
Stone left leg	いしのひだりあし	name	item	Stone left leg
Stone right leg	いしのみぎあし	name	item	Stone right leg
Camel mould (p)	ラクダのいがた（ポジティブ）	name	item	Camel mould (p)
Camel mask	ラクダのマスク	name	item	Camel mask
Swarm	むしのむれ	name	item	Swarm
Unlit bug lantern	ついてないむしランタン	name	item	Unlit bug lantern
Lit bug lantern	ひされたむしランタン	name	item	Lit bug lantern
Chilli potato	じゃがとうがらし	name	item	Chilli potato
Egg potato	じゃがたまご	name	item	Egg potato
Mushroom potato	じゃがキノコ	name	item	Mushroom potato
Tuna potato	じゃがツナ	name	item	Tuna potato
Chilli con carne	チリコンカーン	name	item	Chilli con carne
Egg and tomato	たまごとトマト	name	item	Egg and tomato
Mushroom & onion	キノコとたまねぎ	name	item	Mushroom & onion
Tuna and corn	ツナとコーン	name	item	Tuna and corn
Minced meat	ひきにく	name	item	Minced meat
Spicy sauce	からいソース	name	item	Spicy sauce
Chopped garlic	みじんきりのニンニク	name	item	Chopped garlic
Uncooked egg	なまのたまご	name	item	Uncooked egg
Scrambled egg	スクランブルエッグ	name	item	Scrambled egg
Sliced mushrooms	スライスしたキノコ	name	item	Sliced mushrooms
Fried mushrooms	あげキノコ	name	item	Fried mushrooms
Fried onions	あげたまねぎ	name	item	Fried onions
Chopped tuna	みじんきりのツナ	name	item	Chopped tuna
Burnt egg	こげたたまご	name	item	Burnt egg
Burnt onion	こげたニンニク	name	item	Burnt onion
Burnt mushroom	こげたキノコ	name	item	Burnt mushroom
Gunpowder	かやく	name	item	Gunpowder
Fuse	どうかせん	name	item	Fuse
Stripy pirate shirt	しまもようのかいぞくシャツ	name	item	Stripy pirate shirt
Pirate bandana	かいぞくのバンダナ	name	item	Pirate bandana
Pirate boots	かいぞくのくつ	name	item	Pirate boots
Pirate leggings	かいぞくのズボン	name	item	Pirate leggings
Canister	キャニスター	name	item	Canister
Ramrod	とつきぼう	name	item	Ramrod
Repair plank	しゅうふくばん	name	item	Repair plank
Lucky cutlass	こううんのカットラス	name	item	Lucky cutlass
